name,reference product,ISIC_name,ISIC,CPC_name,CPC,prod_category,prod_sub_category,code,activity type,location,production amount,unit,priority
"market for aircraft, belly freight, very short haul","aircraft, belly freight, very short haul",Manufacture of air and spacecraft and related machinery,3030, Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg,49623,MachElecTrans,Transport vehicles,19fdc013f29338c3164ffec8d827b887,market activity,GLO,1.0,unit,0.0
"market for switch, toggle type","switch, toggle type",Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,47100,MachElecTrans,Metal/electronic equipments and parts,a73df2d4b2aed7cb5b08d65e40add849,market activity,GLO,1.0,kilogram,0.0
"market for agricultural machinery, unspecified","agricultural machinery, unspecified",Manufacture of agricultural and forestry machinery,2821, Agricultural or forestry machinery and parts thereof,44100,MachElecTrans,Metal/electronic equipments and parts,f48fcd8ba5ac731054496c349e81e132,market activity,GLO,1.0,kilogram,0.0
"tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",Support activities for crop production,0161, Other support services to crop production,86119,,,9224a98e1f8a06e258ce230370ba94be,ordinary transforming activity,RoW,1.0,hectare,0.0
"market for wheat grain, feed, organic","wheat grain, feed, organic",Manufacture of prepared animal feeds,1080, Preparations used in animal feeding n.e.c.,23319,ProcBio,"Food & beverages, animal feed",0c065c7b50f35b2f71e78df78ca268bc,market activity,GLO,1.0,kilogram,0.0
"market for operation, liquid manure storage and processing facility","operation, liquid manure storage and processing facility",Treatment and disposal of non-hazardous waste,3821, Animal husbandry services,86120,,,54be79e216fe586acd7b3d6144097952,market activity,GLO,1.0,cubic meter,0.0
"market for rare earth tailings, from bastnaesite and monazite ore","rare earth tailings, from bastnaesite and monazite ore",Manufacture of basic precious and other non-ferrous metals,2420, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,b2ef7181f50984aa20cab297e5de126b,market activity,GLO,-1.0,kilogram,0.0
market for molybdenite,molybdenite,Mining of other non-ferrous metal ores,0729, Other non-ferrous metals and articles thereof (including waste and scrap of some metals); cermets and articles […],41600,MetalAlloy,"Basic metals & alloys, their semi-finished products",88674a7d0d61d3756dec30911463ef9a,market activity,GLO,1.0,kilogram,0.0
market for waste reinforced plasterboard,waste reinforced plasterboard,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,9f38b38d5e708f8b4d04d7c5f8af6d6c,market activity,GLO,-1.0,kilogram,0.0
"geothermal power plant construction, undefined type","geothermal power plant, undefined type",Construction of utility projects,4220, Power plants,53262,,,7b248a3f958536e3a410675d6385c131,ordinary transforming activity,GLO,1.0,unit,0.0
"market for bronze scrap, post-consumer","bronze scrap, post-consumer",Materials recovery,3830, Waste and scrap of other metals,39360,WasteTreatment,Waste treatment & disposal,d644aa60406f7da700c1da85e6e5b835,market activity,GLO,-1.0,kilogram,0.0
"treatment of water discharge from petroleum/natural gas extraction, onshore","water discharge from petroleum/natural gas extraction, onshore",Extraction of natural gas,0620, Sewage sludge,39920,WasteTreatment,Waste treatment & disposal,2e222f4f2d40ded4d9860e5b889fccde,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"market for pea seed, organic, for sowing","pea seed, organic, for sowing",Seed processing for propagation,0164," Vegetable seeds, except beet seeds",1260,AgriForeAnim,Agricultural and forestry products,4d4bb879b5aa8ac8f1893c9f62330a2e,market activity,GLO,1.0,kilogram,0.0
"treatment of waste graphical paper, open burning",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,ecd3aacf95c34f1887a505da33cb0073,ordinary transforming activity,GLO,-1.0,kilogram,0.0
market for refrigerator,refrigerator,Manufacture of domestic appliances,2750, Domestic electric appliances; non-electric refrigerators and clothes drying machines,44810,MachElecTrans,Metal/electronic equipments and parts,3b65f2dba265319f2d6459365495d9e0,market activity,GLO,1.0,unit,0.0
aluminium hydroxide production,aluminium hydroxide,Manufacture of basic chemicals,2011," Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",34231,Chemical,Chemical products,460ce1b62e1f8612167864f346e62102,ordinary transforming activity,RoW,1.0,kilogram,0.0
"treatment of waste glass, open dump, very wet infiltration class (1000mm)",waste glass,Treatment and disposal of non-hazardous waste,3821," Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass",37111,GlasNonMetal,Glass and other non-metallic products,0e01b8f555178e000dc7ecce54714ed8,ordinary transforming activity,GLO,-1.0,kilogram,0.0
market for forwarder,forwarder,Manufacture of agricultural and forestry machinery,2821, Agricultural or forestry machinery and parts thereof,44100,MachElecTrans,Metal/electronic equipments and parts,a75870607a7397aff907ce5bb669c1ee,market activity,GLO,1.0,unit,0.0
"treatment of used lorry with refrigeration machine, 16 metric ton","used lorry with refrigeration machine, 16 metric ton",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,ecff4efa191b8a248fea8504bd00ad49,ordinary transforming activity,GLO,-1.0,unit,0.0
"solder production, paste, Sn63Pb37, for electronics industry","solder, paste, Sn63Pb37, for electronics industry",Manufacture of other chemical products n.e.c.,2029," Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or core[…]",42950,ProcBio,"Food & beverages, animal feed",24fd5f7b5c3e26de4a16a383caa3102e,ordinary transforming activity,GLO,1.0,kilogram,0.0
aluminium chloride production,aluminium chloride,Manufacture of basic chemicals,2011, Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.,34240,Chemical,Chemical products,76ab8da257e67acc4c80b0434be4043f,ordinary transforming activity,GLO,1.0,kilogram,0.0
"inorganic potassium fertiliser, as K2O to generic market for organic potassium fertiliser, as K2O","organic potassium fertiliser, as K2O",Support activities for crop production,0161, Fertilizers n.e.c.,34659,Chemical,Chemical products,48d8ac4b204d431c571ae4111d3e8e71,ordinary transforming activity,GLO,1.0,kilogram,0.0
"transport, freight, conveyor belt","transport, freight, conveyor belt",Other land transport,492, Freight transport services,65000,OreMinFuel,"Ores, minerals & fuels",98df7d1d21a53fc7022df76375804963,ordinary transforming activity,GLO,1.0,ton kilometer,0.0
market for skidder,skidder,Manufacture of agricultural and forestry machinery,2821, Agricultural or forestry machinery and parts thereof,44100,MachElecTrans,Metal/electronic equipments and parts,d74c8911bf50d11fad14df3eb0e22bc2,market activity,GLO,1.0,unit,0.0
market for NMC111 hydroxide,NMC111 hydroxide,Manufacture of basic chemicals,2011, Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],34220,Chemical,Chemical products,c757e44f1145f6cafd9d2d6568d66b69,market activity,RoW,1.0,kilogram,0.0
"market for harvesting, forestry harvester","harvesting, forestry harvester",Logging,0220, Support and operation services to forestry and logging,86140,,,bba63911c4ba32a739637d16a2539780,market activity,GLO,1.0,hour,0.0
"market for used door, inner, wood","used door, inner, wood",Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,bfac0dde35e1fa05e0198aa866f6d5ba,market activity,GLO,-1.0,square meter,0.0
ferrosilicon production,ferrosilicon,Manufacture of basic iron and steel,2410, Other ferro-alloys,41115,MetalAlloy,"Basic metals & alloys, their semi-finished products",b62037d3b21ae63a5038dd1fbae9819e,ordinary transforming activity,RoW,1.0,kilogram,0.0
market for decabromodiphenyl ether,decabromodiphenyl ether,Manufacture of basic chemicals,2011," Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]",34170,Chemical,Chemical products,8f17a508a0f13ee17c11fa9bb2421b2e,market activity,GLO,1.0,kilogram,0.0
"market for tetrafluoroethylene film, on glass","tetrafluoroethylene film, on glass",Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,PlastRub,Plastics & rubber products,e94636e0f3983dcfbe75f4205387b47f,market activity,GLO,1.0,kilogram,0.0
market for enzymes,enzymes,Manufacture of basic chemicals,2011," Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]",34170,Chemical,Chemical products,ddbdc1cc43496223d5f009478a480e58,market activity,GLO,1.0,kilogram,0.0
"venting of argon, crude, liquid","argon, crude, liquid",Manufacture of basic chemicals,2011," Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",34210,Chemical,Chemical products,85f67fe56afdf6bc315ab240f4b0f520,ordinary transforming activity,GLO,1.0,kilogram,0.0
metalliferous hydroxide sludge to market for zinc concentrate,metalliferous hydroxide sludge,Treatment and disposal of non-hazardous waste,3821, Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates),14290,OreMinFuel,"Ores, minerals & fuels",cc0e7dbd15691e0e82bebae80391c90b,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"market for wood preservation, spray tunnel/deluging, organic solvent-based, indoor use, occasionally wet","wood preservation, spray tunnel/deluging, organic solvent-based, indoor use, occasionally wet",Sawmilling and planing of wood,1610, Painting services,54730,,,bb3cd925454608ec6b86571202d83bac,market activity,GLO,1.0,kilogram,0.0
"transport, freight, aircraft, all distances to generic market for transport, freight, aircraft, unspecified","transport, freight, aircraft, unspecified",Freight air transport,5120, Air transport services of other freight,65319,OreMinFuel,"Ores, minerals & fuels",24e5bbcd8d81572edbd898a92ec9c658,ordinary transforming activity,GLO,1.0,ton kilometer,0.0
"market for water discharge from petroleum extraction, offshore","water discharge from petroleum extraction, offshore",Extraction of crude petroleum,0610, Sewage sludge,39920,WasteTreatment,Waste treatment & disposal,2a611c8ce44fa1927667a4126ffd1a2d,market activity,GLO,-1.0,kilogram,0.0
"market for mine infrastructure, open cast, lignite","mine infrastructure, open cast, lignite",Construction of other civil engineering projects,4290, Mining constructions,53261,,,78ea6dafc85a764195b8cd1a119cb90e,market activity,GLO,1.0,unit,0.0
"power saw production, with catalytic converter","power saw, with catalytic converter",Manufacture of power-driven hand tools,2818, Power-driven hand tool manufacturing services,88768,MetalAlloy,"Basic metals & alloys, their semi-finished products",87135357533e190117ae03ca05f8f028,ordinary transforming activity,GLO,1.0,unit,0.0
lauric diethanolamide production,lauric diethanolamide,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,Chemical,Chemical products,6a8a7210447f0923ad62ad159a593b2e,ordinary transforming activity,GLO,1.0,kilogram,0.0
"market for mine infrastructure, gold and silver","mine infrastructure, gold and silver",Construction of other civil engineering projects,4290, Mining constructions,53261,,,6436b5206b92a6410a5b7a6be5c8f6e0,market activity,GLO,1.0,unit,0.0
"market for poultry manure, dried","poultry manure, dried",Treatment and disposal of non-hazardous waste,3821, Excreta of animals useful for manure/fertilizer and fuel preparation,34654,Chemical,Chemical products,8ce0472faa8fba7a1b81e9261d230a83,market activity,GLO,1.0,kilogram,0.0
market for 1-pentanol,1-pentanol,Manufacture of basic chemicals,2011," Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",34139,Chemical,Chemical products,da45595a73287d5170065581a6a2e857,market activity,GLO,1.0,kilogram,0.0
market for pyrochlore concentrate,pyrochlore concentrate,Mining of other non-ferrous metal ores,0729, Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates),14290,OreMinFuel,"Ores, minerals & fuels",a641e5012f051581c047a979382a988e,market activity,GLO,1.0,kilogram,0.0
"mine construction, iron","mine infrastructure, iron",Construction of other civil engineering projects,4290, Mining constructions,53261,,,56566d054aee899bde0c118f30d89c81,ordinary transforming activity,GLO,1.0,unit,0.0
"treatment of bottom ash, MSWI-WWT, WW from glass production, slag compartment","bottom ash, MSWI-WWT, WW from glass production",Treatment and disposal of non-hazardous waste,3821," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,e0b845271e9750cb9ded556956e57cbc,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"tilapia production, extensive aquaculture, in pond",tilapia,Freshwater aquaculture,0322," Farmed freshwater fish, live, fresh or chilled",4212,AgriForeAnim,"Live animal, fish and their products",d4a71587bad3a2884ccd1db1d647cfba,ordinary transforming activity,RoW,1.0,kilogram,0.0
"market for mine infrastructure, vermiculite","mine infrastructure, vermiculite",Construction of other civil engineering projects,4290, Mining constructions,53261,,,30cc07e79323128a0e4e30bcd66dfe3d,market activity,GLO,1.0,unit,0.0
