name,reference product,ISIC_name,ISIC,CPC_name,CPC,prod_category,prod_sub_category,code_EI,activity type,location,production amount,unit,priority
"treatment of used cathode ray tube display, manual dismantling",used cathode ray tube display,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,4139872006e709b51f3513c1ac61993d,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of garden biowaste, home composting in heaps","biowaste, garden waste",Treatment and disposal of non-hazardous waste,3821, Other wastes and scraps,39900,WasteTreatment,Waste treatment & disposal,fa259a0434696041ab94467471ea9a27,ordinary transforming activity,FR,-1.0,kilogram,1.0
"treatment of residue from cooling tower, sanitary landfill",residue from cooling tower,Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,55c81b2b7bac754cc8985f28841cb3df,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of residue from mechanical treatment, industrial device, municipal waste incineration","residue from mechanical treatment, industrial device",Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,31f6198fe778b1fac65e3ebc571a9e71,ordinary transforming activity,CH,-1.0,kilogram,1.0
treatment of used motor scooter,used motor scooter,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,21ae88a549ebcab7ddc94fbbe37dc129,ordinary transforming activity,CH,-1.0,unit,1.0
"treatment of waste emulsion paint, collection for final disposal","waste emulsion paint, separated",Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,20bc8e666484bb25ed5b5cbb4de05c25,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of residue from mechanical treatment, industrial device, municipal incineration with fly ash extraction","residue from mechanical treatment, industrial device",Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,4043d47874ba3960f6380edc83979a3f,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of used air filter, central unit, 600 m3/h","used air filter central unit, 600 m3/h",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,dc6322c40532bab3a71bc1386621bdbc,ordinary transforming activity,CH,-1.0,unit,1.0
"treatment of waste zeolite, inert material landfill",waste zeolite,Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,cb10810009210081ea6ecb55bc20b247,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of aluminium in car shredder residue, municipal incineration",aluminium in car shredder residue,Treatment and disposal of non-hazardous waste,3821, Waste and scrap of aluminium,39363,WasteTreatment,Waste treatment & disposal,5d3af1fd409686a66f6fb5795eae51e5,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of residue from mechanical treatment, desktop computer, municipal incineration with fly ash extraction","residue from mechanical treatment, desktop computer",Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,d0a6642af58bbcd37037735e9df1e9d2,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of waste polystyrene, municipal incineration with fly ash extraction",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,4d36be380c01b3df8f4057b65f418cde,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of used blower and heat exchange unit, Twl-700",used blower and heat exchange unit Twl-700,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,fd969659c4c82a4bcfdf84fee9a9f4f8,ordinary transforming activity,CH,-1.0,unit,1.0
treatment of electronics scrap from control units,electronics scrap from control units,Materials recovery,3830, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,6b9c19ded57f4db3192158972cb2df1a,ordinary transforming activity,RER,-1.0,kilogram,1.0
"treatment of tyre wear emissions, lorry","tyre wear emissions, lorry",Treatment and disposal of non-hazardous waste,3821, Used pneumatic tyres of rubber,39260,WasteTreatment,Waste treatment & disposal,86f01ff9f2413f3fc604d2962a90c263,ordinary transforming activity,RER,-1.0,kilogram,1.0
"treatment of bottom ash, MSWI[F]-WWT, rainwater mineral oil storage, slag compartment","bottom ash, MSWI[F]-WWT, rainwater mineral oil storage",Treatment and disposal of non-hazardous waste,3821," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,aa4ffa17051541c1764db34502c3fb42,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of waste polypropylene, municipal incineration with fly ash extraction",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,5ee8b529a2d6a85bee1e38af83ecd06a,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of electric arc furnace secondary metallurgy slag, residual material landfill",electric arc furnace secondary metallurgy slag,Treatment and disposal of non-hazardous waste,3821," Slag, dross, scalings and other waste from the manufacture of iron or steel",39310,WasteTreatment,Waste treatment & disposal,aa3932b8942dcc9f44e789b4227216ea,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used refrigerant R-12, final disposal",used refrigerant R-12,Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,137bd6a585121e5281ff1e579b645232,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, open dump, wet infiltration class (500mm)",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,41d983e6c616654dc0d59f20f8dd7067,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, unsanitary landfill, very wet infiltration class (1000mm)",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,9055c50abcaf5ef04c48e09c9559be89,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, unsanitary landfill, moist infiltration class (300mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,3aca1eefe3c3372f2982bec1ed9c64d3,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used powertrain, electric scooter, manual dismantling","used powertrain, electric scooter",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,8e822b4e6e9f57cf20e814baf45fbaf0,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of non-sulfidic overburden, off-site","non-sulfidic overburden, off-site",Treatment and disposal of hazardous waste,3822, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,b37712a1f0508c9d3cede66324d33607,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, unsanitary landfill, hyperarid infiltration class (-250mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,cd85cf4e1588d88cbd2718e9796db33d,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used Li-ion battery, hydrometallurgical treatment",used Li-ion battery,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,ec690fb3c737bd7f4f0fd930f48decd1,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyurethane, open dump, hyperarid infiltration class (-250mm)",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,ddf3bb831c94b6ad83fc471d5b3ed5ac,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of residues, MSWI-WWT, heat carrier liquid, 40% C3H8O2, residual material landfill","residues, MSWI-WWT, heat carrier liquid, 40% C3H8O2",Treatment and disposal of hazardous waste,3822," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,14026de93966a7ecb9f6184c820ae59d,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of copper slag, residual material landfill",copper slag,Treatment and disposal of hazardous waste,3822, Waste and scrap of copper,39361,WasteTreatment,Waste treatment & disposal,c469f0335e39c11c846024c85da5f71f,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, open dump, hyperarid infiltration class (-250mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,1f9fb227602290820153e5d0cd8c0a88,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, unsanitary landfill, wet infiltration class (500mm)",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,55891df612f3b52265d61915ec015dff,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, consumer electronics, unsanitary landfill, wet infiltration class (500mm)","waste plastic, consumer electronics",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,4278e4c718a6920dfd4d863529de7457,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of sulfidic tailings, from cinnabar mine operation, tailings impoundment","sulfidic tailings, from cinnabar mine operation",Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,a0fb292163faa962f6cda6ea8c9741a9,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of bottom ash, MSWI-WWT, WW from grass refinery, slag compartment","bottom ash, MSWI-WWT, WW from grass refinery",Treatment and disposal of non-hazardous waste,3821," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,3d88d70bce05f754ceba85b18cdba0d6,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of bottom ash, MSWI-WWT, WW from vegetable oil refinery, slag compartment","bottom ash, MSWI-WWT, WW from vegetable oil refinery",Treatment and disposal of non-hazardous waste,3821," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,9035dcc4dca2bf33112ae042d82e9b5f,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of sulfidic tailings, from silver mine operation, tailings impoundment","sulfidic tailings, from silver mine operation",Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,1887f7850e87b2f6267a18311bc5fb0d,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of waste polyurethane, unsanitary landfill, hyperarid infiltration class (-250mm)",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,60eda177f51415fb4e1b636e31f1ce7a,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of shredder fraction from manual dismantling, shredding",shredder fraction after manual dismantling of used electronic product,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,25b4e5098a94a43d04fd1dac56a65cba,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, open dump, very wet infiltration class (1000mm)",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,55bef2ff3c1456a19a1284f0477f5a2a,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, unsanitary landfill, dry infiltration class (100mm)","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,a30a828ade5eaadee5d3324907fd49d6,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used powertrain for electric passenger car, manual dismantling","used powertrain from electric passenger car, manual dismantling",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,8d814e502bf1be04139a77eec26bbee1,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polystyrene, open dump, wet infiltration class (500mm)",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,31bf28226b4236216347c572ec9a4fe6,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used refrigerant R134a, reclamation",used refrigerant R134a,Treatment and disposal of hazardous waste,3822, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,47be419292827e1379aeae3d02e881f0,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used refrigerant R134a, final disposal",used refrigerant R134a,Treatment and disposal of hazardous waste,3822, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,c9b0f78ec749c446ce5af77acaa4bfc7,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polystyrene, unsanitary landfill, dry infiltration class (100mm)",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,874bfee20d8618fad1f703f394a6ef66,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polystyrene, unsanitary landfill, very wet infiltration class (1000mm)",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,776e8ffce34af096c9f7d9abd17f5602,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of bottom ash, MSWI-WWT, WW from wafer fabrication, slag compartment","bottom ash, MSWI-WWT, WW from wafer fabrication",Treatment and disposal of non-hazardous waste,3821," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,c19cc82de65f47bbd9eb71aebf0a9ab5,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of blast furnace dust, residual material landfill",blast furnace dust,Treatment and disposal of non-hazardous waste,3821," Slag, dross, scalings and other waste from the manufacture of iron or steel",39310,WasteTreatment,Waste treatment & disposal,fb9f5f893ac261c8aa9ca7d0427fe399,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, unsanitary landfill, very wet infiltration class (1000mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,8967ed0a558a43474f622419a9d00027,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, unsanitary landfill, moist infiltration class (300mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,77713a682553bb7d1eb7603267562158,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, open burning",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,ecd3aacf95c34f1887a505da33cb0073,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used lorry with refrigeration machine, 16 metric ton","used lorry with refrigeration machine, 16 metric ton",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,ecff4efa191b8a248fea8504bd00ad49,ordinary transforming activity,GLO,-1.0,unit,0.0
"treatment of waste polystyrene, unsanitary landfill, hyperarid infiltration class (-250mm)",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,392d872445f92a4d578661263f8a4194,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, open burning",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,803dce458e6897c246dda5c9f3d60bba,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of bottom ash, MSWI-WWT[R], WW from anaerobic digestion of whey, slag compartment","bottom ash, MSWI-WWT[R], WW from anaerobic digestion of whey",Treatment and disposal of non-hazardous waste,3821," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,04c30b3ac0b9619ea510e5701dba2d6e,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, open dump, very wet infiltration class (1000mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,6899dc53e6dade23818fb50731ead300,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of bottom ash, MSWI-WWT, WW from black chrome coating, slag compartment","bottom ash, MSWI-WWT, WW from black chrome coating",Treatment and disposal of non-hazardous waste,3821," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,f31c669a69468089e0d06ad5d7067731,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of basic oxygen furnace dust, residual material landfill",basic oxygen furnace dust,Treatment and disposal of non-hazardous waste,3821," Slag, dross, scalings and other waste from the manufacture of iron or steel",39310,WasteTreatment,Waste treatment & disposal,dd0a59d579d609656ab3b556d84d52f7,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of spoil from lignite mining, in surface landfill",spoil from lignite mining,Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,910aaecac586d908201cf5890cf7f653,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polystyrene, open dump, very wet infiltration class (1000mm)",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,7cd309be000e30b9088846219b11a3f6,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used tablet, mechanical treatment",used tablet,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,e7ca56af6f2356ecf75b66df8b7e926f,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of residues, MSWI-WWT, WW from grass refinery, residual material landfill","residues, MSWI-WWT, WW from grass refinery",Treatment and disposal of hazardous waste,3822," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,c53f3870b5bd7e25968403f8c8315082,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, open burning","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,f38b5c8b60dee7f25779bfdb863f21e0,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, open dump, moist infiltration class (300mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,0a84baacb4e31f1331e46dbec0de256a,ordinary transforming activity,GLO,-1.0,kilogram,0.0
treatment of used tyre,used tyre,Treatment and disposal of non-hazardous waste,3821, Used pneumatic tyres of rubber,39260,WasteTreatment,Waste treatment & disposal,fc0fbdcf2003eccfbfeb75234872671a,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, unsanitary landfill, hyperarid infiltration class (-250mm)","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,68e3b562207f7fe073520a28d01b8242,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, unsanitary landfill, very wet infiltration class (1000mm)",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,c9cf8ad8048e47a5e492fde20a84e525,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyurethane, open dump, moist infiltration class (300mm)",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,c10b309f376494a1519c8252e72ee2ad,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, unsanitary landfill, wet infiltration class (500mm)",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,be50f975833af9afa4d808f4ce663b6e,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used Li-ion battery, pyrometallurgical treatment",used Li-ion battery,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,4ebd5cc860a3595ddea9b5100e292b95,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of scrap printed wiring boards, shredding and separation",used printed wiring boards,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,2e75f5a067eb7a91dbeefbf9d2e059ac,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of waste polypropylene, open dump, hyperarid infiltration class (-250mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,bf49b60310c47925cc219516e3bba18f,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, open dump, wet infiltration class (500mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,d4da4c6c6fa37dfc53c913b8f88552f6,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, unsanitary landfill, wet infiltration class (500mm)",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,50ade591675a07d7f6ab9d864214febe,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used industrial electronic device, mechanical treatment",used industrial electronic device,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,8d8371bad8b7b26ee49569298ef6d164,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, unsanitary landfill, hyperarid infiltration class (-250mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,3623bbde23a439108c8d7defdfd3958d,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used laptop computer, mechanical treatment",used laptop computer,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,9bade2c398bfa352849a7501410745f0,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of residues, MSWI-WWT, condensate from light oil boiler, residual material landfill","residues, MSWI-WWT, condensate from light oil boiler",Treatment and disposal of hazardous waste,3822," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,1102e3e9e43f1f508d94634022fcfc35,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyurethane, open dump, very wet infiltration class (1000mm)",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,60fffa0583434e1e76a28d7b84e071c1,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used internal combustion engine, passenger car, shredding","used internal combustion engine, passenger car",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,063e7109d91bcc3cb1b6e13b628a86f6,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, unsanitary landfill, very wet infiltration class (1000mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,307767678d2fceb262f8bb535160fb2e,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, open dump, wet infiltration class (500mm)","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,5caf5e650b4fdfe1def4532b721a8b0a,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste, electrical and electronic cables, open burning","waste, electrical and electronic cables",Treatment and disposal of non-hazardous waste,3821, Waste and scrap of copper,39361,WasteTreatment,Waste treatment & disposal,697e426416c6fc641778eaf0e64d4984,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of used glider, electric scooter, shredding","used glider, electric scooter",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,f25c0f96e1c75f2f580cd90009f60f8b,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyurethane, open dump, dry infiltration class (100mm)",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,984f7b9ad248e41580acca522147761c,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, unsanitary landfill, wet infiltration class (500mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,759a1a6e8983b46e17822bffbcd7bcd6,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, unsanitary landfill, hyperarid infiltration class (-250mm)",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,ccc83213d9936f2544b103df6b4ec240,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used liquid crystal display, mechanical treatment",used liquid crystal display,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,bbd11639f9feeae3086b0a79ca8bbe4b,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used intermodal shipping container, 40-foot","used intermodal shipping container, 40-foot",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,4edc77cc2647759d153ee96c8cd13e94,ordinary transforming activity,GLO,-1.0,unit,0.0
"treatment of antimony slag, water-quenched, residual material landfill","antimony slag, water-quenched",Treatment and disposal of hazardous waste,3822, Waste and scrap of antimony and chromium,39368,WasteTreatment,Waste treatment & disposal,c502f62ae9ae6946d7a5533e862e3ab2,ordinary transforming activity,GLO,-1.0,kilogram,0.0
treatment of used fluorescent lamp,used fluorescent lamp,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,edfb9cbc75341f7585008917eb1cf359,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, unsanitary landfill, dry infiltration class (100mm)",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,c68517a88195713bae832aad52ffb215,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, unsanitary landfill, moist infiltration class (300mm)","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,cf15a5200ff390f3c9a5d90e9758de69,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment","sulfidic tailings, from zinc-lead mine operation",Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,30bab28b4e900634a2ee52d86c189b04,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of used desktop computer, mechanical treatment",used desktop computer,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,579e9965eee9aec83944ce1fcf4b9115,ordinary transforming activity,GLO,-1.0,kilogram,0.0
